Lumbungmas	1	0	0	0	0	\N	STAF PEMBANGUNAN
Boto	1	0	0	0	0	\N	STAF KASI PEMERINTAHAN
Terteg	1	0	0	0	0	\N	KAUR ADM & UMUM
Sumberarum	1	0	0	0	0	\N	KADES
Pucakwangi	1	0	0	0	0	\N	STAF KESRA
Triguno	1	0	0	0	0	\N	KADUS
Sitimulyo	1	0	0	0	0	\N	KAUR KEUANGAN
Pelemgede	1	0	0	0	0	\N	STAF KADUS
Karangwotan	1	0	0	0	0	\N	KAUR KEUANGAN
Kletek	1	0	0	0	0	\N	STAF PEMERINTAHAN
Kepohkencono	1	0	0	0	0	\N	STAF PEMERINTAHAN
Sokopuluhan	1	0	0	0	0	\N	KADUS
Sriwedari	1	0	0	0	0	\N	STAF SEKSI PEMBANGUNAN
Karangwotan	1	0	0	0	0	\N	KASI PEMERINTAHAN
Sokopuluhan	1	0	0	0	0	\N	SEDES NON PNS
Ronggo	1	0	0	0	0	\N	STAF URUSAN KEUANGAN
Karangwotan	1	0	0	0	0	\N	KASI PEMBANGUNAN
Srikaton	1	0	0	0	0	\N	STAF KEUANGAN
Plosorejo	1	0	0	0	0	\N	KASI KESEJAHTERAAN RAKYAT
Tegalwero	1	0	0	0	0	\N	KAUR ADM & UMUM
Triguno	1	0	0	0	0	\N	KASI KESEJAHTERAAN RAKYAT
Tanjungsekar	1	0	0	0	0	\N	KADES
Plosorejo	1	0	0	0	0	\N	STAF KASI PEMBANGUNAN
Plosorejo	1	0	0	0	0	\N	KADUS
Sitimulyo	1	0	0	0	0	\N	KAUR ADM & UMUM
Bodeh	1	0	0	0	0	\N	KADES
Tanjungsekar	1	0	0	0	0	\N	KADUS
Pucakwangi	1	0	0	0	0	\N	KASI PEMERINTAHAN
Tegalarum	1	0	0	0	0	\N	KASI KESEJAHTERAAN RAKYAT
Sumberan	1	0	0	0	0	\N	KASI PEMBANGUNAN
Triguno	1	0	0	0	0	\N	STAF KESRA
Mojoagung	1	0	0	0	0	\N	KASI PEMBANGUNAN
Sumberan	1	0	0	0	0	\N	SEDES NON PNS
Manjang	1	0	0	0	0	\N	STAF ADIM DAN UMUM
Mantingan	1	0	0	0	0	\N	STAF SEKSI PEMBANGUNAN
Karangwotan	1	0	0	0	0	\N	STAF KEUANGAN
Mojoagung	1	0	0	0	0	\N	KAUR KEUANGAN
Kletek	1	0	0	0	0	\N	KASI ADM & UMUM
Sokopuluhan	1	0	0	0	0	\N	KADUS
Kletek	1	0	0	0	0	\N	STAF PEMBANGUNAN
Karangrejo	1	0	0	0	0	\N	STAF KADUS
Tegalwero	1	0	0	0	0	\N	KAUR ADM & UMUM
Mojoluhur	1	0	0	0	0	\N	KADUS
Sitimulyo	1	0	0	0	0	\N	KASI PEMBANGUNAN
Plosorejo	1	0	0	0	0	\N	KADES
Pelemgede	1	0	0	0	0	\N	STAF PEMERINTAHAN
Kebonturi	1	0	0	0	0	\N	KAUR ADM & UMUM
Wateshaji	1	0	0	0	0	\N	STAF ADIM DAN UMUM
Tegalarum	1	0	0	0	0	\N	STAF ADIM DAN UMUM
Sokopuluhan	1	1	0	0	0	\N	Sekretaris Desa / PNS
Mojoagung	1	0	0	0	0	\N	KASI ADM & UMUM
